Unnamed: 0,logpred
14282777,5.458800898111109
17029381,5.428512882726967
7824740,5.447621255026763
19811650,6.10424704293412
12410741,5.4444438535226505
19589738,5.340801608774103
15470255,5.444087911936199
6128434,6.134341594501332
18358465,6.337566470518539
8760362,6.381100885862263
11755946,5.392727503583539
8327302,6.291343169002921
13884363,5.364221701339612
6103273,5.40548925083788
18724232,5.475055339667947
19086978,5.46824805040626
6834210,6.415838567422476
9013556,6.426859462704663
11759260,5.463410233655921
8382187,6.308855279324274
1840445,6.330828138230513
15202859,6.347328375492726
18361399,5.058159885536669
17881079,6.3478808822369395
16227150,5.43575748231751
9770459,5.414503476883804
4341518,5.48700865188411
10516580,5.386343673507384
16416474,5.44145181922219
5085892,5.403403624488961
13697587,5.397246575751927
12158766,5.445941377978239
5386312,5.174731361005904
17692345,6.379989946248607
16026765,5.423581524007345
18505615,5.3904974365823985
2262885,6.378787591808529
16674812,5.531833118790141
1628130,5.478537575620095
15379798,6.281406303249382
20173503,6.239849171299707
21173342,5.368817600859606
10019796,5.42216356104655
13116069,5.434598601205764
16245464,5.453078593942729
2298801,5.4458067996143935
884803,5.484668733549965
16480090,5.491985548724054
9855805,5.360720730948559
11407704,6.303593533715822
15572980,6.371553357146716
8457785,5.456473891598699
4115403,5.410948093022137
10138784,5.4647750355773335
16592678,5.365527688386784
7194843,5.44755424797191
20754111,5.484980883787654
19808904,5.473480463538076
16240085,5.405180394807239
16390897,6.0952824493586695
15217021,5.372831151921038
2899177,5.3724186133765945
823880,6.209257688858794
17960485,6.260308342862585
37197,5.580512043003217
17843177,5.4595172336015825
20872950,5.422928535158166
12028495,5.4457585745662875
14824136,5.043394906696573
5084563,5.510656975863199
9168809,6.172025258787598
16490010,5.471982086214484
752084,5.463992441977278
1391683,5.073524907796999
13862932,6.186992107589992
18969917,5.444625641792044
2536255,5.394829377185951
7401453,6.30734593495191
8048838,6.368292100650374
17094930,5.399797453547427
1213652,5.449462353890467
18650533,6.32901137870976
18428776,5.4553943473128905
3497750,5.474567011956625
12784763,6.331284668195414
10166945,5.406562307291342
17024368,5.412756611026433
10550345,6.111318992032785
12135309,6.271949937182097
17845579,5.18958426348071
17887871,6.288361631854577
20310828,6.214810083034223
16367772,5.465661160998034
14007277,5.425846332602358
10187948,5.455097754447045
1979502,6.1357547766567855
4025466,5.5946236237054885
7010681,6.140464199099367
2210088,5.443122230849994
16487475,6.4069715111990595
7132520,5.4671518781059945
6329731,5.363602424051752
16633430,5.459442634750031
1586489,5.393496559319195
14556587,6.378596566876051
20332537,6.330386354780047
19504228,5.543811771855461
7124926,5.378255602201822
724656,5.472501138512552
17857598,5.470844550356755
7198878,5.373178971093444
1954429,5.602553786668291
17552926,5.471736552620305
18947464,5.458469199933926
555596,6.325446823959609
8687518,5.389855134568799
2754975,6.196476041123991
15591048,5.481671090298075
68403,5.457543011106319
16123133,5.422293777966836
16545677,6.165926692323465
9909328,6.109141481683688
9372609,5.4318460685411045
15507297,5.347519075923323
3104839,6.293942536546615
5628808,5.379374226623838
10043483,5.442133871193674
13882820,5.414405425030381
5804060,6.299956467110127
13880330,5.4626598819649255
16515346,6.28597835700422
9734018,5.361013196987933
13343870,6.2759683351612825
10102418,6.21445531562078
20903084,5.4075320032515775
17642625,5.441641383819997
12547180,6.386444716959587
15509545,6.288942301594755
253466,6.152981563831989
13223336,6.300544474244944
17152842,5.40159478793379
8411226,6.155789247534977
16234017,5.414747068437905
2627940,5.454843139956261
13669161,6.310893269833846
20933293,5.370570077780919
7930895,6.333360254803155
16812656,5.43552199778744
13031184,5.436965643731128
476919,5.492187652997756
20729133,5.417456060332103
15755492,5.001163971785474
16707888,5.422494437291869
3466620,5.444215295440491
17498442,5.434860932443185
12364198,5.378998896496619
15942888,5.388624632604779
20969932,5.475176541462283
11363122,5.452625274930691
18667247,5.448571214072356
10672015,5.498118989918307
12008897,6.154745107839404
10230060,5.484388769567801
12630408,5.4903629321448815
14186084,6.311172555036975
16160310,6.371712359762072
3454343,5.580241940937805
6135485,6.2181899333668245
12544280,5.43206009406851
13276066,6.3090799959519055
2503128,5.4665481070707855
3717427,5.416979089589593
16441864,5.973029938663648
10058134,6.358644298093912
13346431,5.343940952369409
15740950,6.383405648882552
13080618,5.4693522742054155
17865806,5.356952405065759
19777573,6.29817698978673
11064084,6.331286204598162
8850423,5.402102027032659
7472068,6.124569165369995
10779412,5.407035015600823
331450,5.493771439711776
9347680,5.421378491986005
12955368,5.495870107206664
12231352,5.454552765549536
16004577,5.432176784505814
7311059,6.318091839403869
4663928,5.539278459957759
376559,5.4128882728372485
13591611,5.404633247973115
1656621,5.372434992465357
18314314,5.399323938221656
9791362,5.910702672924732
61153,6.299120120722363
3868503,5.4029693243280414
19192001,6.331667464331698
15990034,5.461993219542237
18637173,5.430378899850228
18331809,5.447928297393294
18296371,5.464377181537425
14038936,5.217095425533062
16870359,6.362527132681796
271130,5.432845067728183
14169399,6.33874393043735
9734844,5.271693642505413
12875096,6.337942801618094
12803399,6.363886245705935
15871074,5.458588981510354
3953322,5.401565950989026
12230297,5.361398947563126
13860706,5.426297354507552
5360210,5.42325684250599
12973167,5.36562460755338
15057743,5.385908672192981
17750227,6.087403831179349
3544343,6.337144472421298
11434047,5.348122234921152
8649889,5.463698102711042
1907186,5.390305731605928
10156269,6.320026107070887
248865,6.325692390921084
7274441,6.312397314677036
16122843,5.39397842827484
16002608,5.474562923519436
5364134,5.412770586902379
2979052,5.45091235482172
14066228,5.405094064844013
20581837,5.4593202722299266
20395728,5.457146897853205
12569486,5.4841892789022815
7518816,5.509041110008775
4137789,6.213479638767726
9633282,6.2791634769817435
56859,6.3093059630741815
16098984,6.106558314333685
6259989,5.4748277278458115
7939407,6.258540656328971
7517579,5.375099231908668
18730787,6.23098791145167
13615838,5.420387596056056
6504030,5.397424695551773
2176963,5.393324762303386
6107258,6.357811670532398
3318417,5.373859848131369
6222260,5.4187044791691035
17479706,5.458869330243842
19334291,5.384641157142168
4296362,6.22648349648952
8627179,5.442835818974813
12454870,6.365039828178665
16042019,5.462316541071695
14189240,5.557330290711196
2488022,6.3608114526496555
18369887,5.444516024886905
17774890,5.436553509259767
16082400,5.475638714122342
7020322,5.2368454963756195
14774411,5.451580212531158
3852970,5.475852467703142
15870268,5.392593683998371
6043296,5.461851083200969
14221607,5.439059843333113
17073983,5.465146148015314
17991551,5.465686508808004
15343720,6.394508290374631
2598841,6.329976545000163
10783121,5.527934485004538
5496554,5.408932468091017
13379739,5.439676577316729
1944155,6.3336784829067305
13564007,5.457739720753807
20817835,6.348882681445042
9473440,6.136790540726708
16359470,5.1500611345066085
11150475,6.275024042842659
13094264,5.479577871144281
1822183,6.333674061222796
12518189,6.406933906560623
12455369,5.368070770234086
15468914,5.474047268805217
12905131,5.423599904042561
181972,6.173942955901759
20146269,6.324417635261889
17846157,6.40802935068141
12270642,6.272885218256333
13514141,5.4769506875987
16618112,5.425170333251024
7382491,5.4495582199852715
14696763,5.443826883368585
1090297,5.425466151260329
9473816,6.059261694277496
17515103,5.455797678089706
15370440,5.3587220662548605
10524082,6.3244258603111785
7182122,5.378578741647975
2070705,5.471857360154971
18763188,5.434177790794295
12433198,5.452977305425943
20353100,5.443243331680322
13897860,5.5751964364837985
13209493,5.415426934550045
16837677,5.429349229781151
6725556,6.233041801035556
10090585,5.365646954775398
14983123,5.129963868213031
1940006,5.49861793446806
7886331,6.320022633818145
20310503,6.262032244983279
18294493,5.490780122383985
720811,6.393123470987517
818189,5.250047469320421
16914048,5.386569667105237
755528,5.432174416988977
11656396,5.4311741842024155
7112125,5.432786520454755
2975776,5.4097406842354765
386846,5.449164364837143
17217670,5.41401959609239
4191637,6.283428125665329
14217775,5.360022370331344
18760486,5.481467493859749
6732313,5.37094570530246
16382270,5.502826734689794
11582472,5.0592821871342295
17893451,5.38911206734817
8254893,5.4559814477259385
19832188,5.413997991734055
634133,5.385031712945715
640589,5.549993587215867
16899141,6.418795713375862
20383768,5.437446791516495
16439512,5.464873539026058
17811587,5.463591641546468
2343987,5.432834482794502
5624807,6.222977472242514
971449,5.3530418166553915
16807426,5.441609117080939
6599870,6.148428386068223
17616603,5.384785349418336
6462549,5.471004144286163
20218811,5.362778050267479
5195346,5.814678872342172
1989842,5.465238760405922
3311544,5.4479056881075705
18190744,6.2532096073908745
20480443,6.365357124724527
15028308,5.446569730875779
2238488,5.359739658884211
15019476,5.581213142508925
1499630,5.932917126949084
8733790,5.503470005215827
8392488,5.386126482518557
7526377,6.04651902894865
12089766,5.477894080237959
10491137,6.274628243613205
12736586,5.452032819414592
6844537,5.450496577603183
7896248,6.275037495402156
8381472,6.3974206319952085
7280929,6.2795733507313605
13250303,5.448900866354683
18752630,5.425640867187025
9490137,6.240935984818583
13360706,5.325262443205402
19522525,5.550551098042002
21053769,6.1341978663201635
1352111,5.473176279488635
6361628,5.3528371661202385
13388649,6.326997387120303
7086215,5.543014131105088
6696127,5.4653105772998645
14050933,6.38550189280215
9611367,6.217713498475545
19170980,6.273262941420936
19780958,6.432956744568782
15649332,5.041987582607333
2330139,5.486307713947973
18324815,6.3648512811034506
19812298,6.219989432411448
6573831,5.457848450521515
7790855,5.427912984443052
9697230,6.183721680296123
2671736,5.994771936343937
13748851,5.474954946903207
15872614,5.367914464272461
8777405,6.205688410956239
10502172,5.486134208026948
12042,6.296189809850302
15793708,5.454348502812002
14336061,5.375914487884354
15343420,5.501739650985694
8446914,5.446769628707709
5995416,6.368849476485861
458046,5.398334495406631
14190524,6.125947339463966
15603347,5.412298353609122
19734162,5.399764378140066
14717119,5.499570604780767
14223920,6.342515382557318
6487660,6.339737620697056
982276,5.431451229642622
2365726,5.382762233943948
17747697,6.313434934145046
16417593,5.428613746216493
3749971,5.3680880417853585
11585687,5.437532848955281
11817975,5.403265394767668
21154164,5.563538463760289
16515340,6.396325158713927
18942735,5.389455867418792
8326500,5.448227795304982
16050862,5.393749532686408
14969237,5.440896722956813
7727070,5.402523165524212
13902602,5.394451093436595
41399,5.572067917832332
6045552,5.418884976136291
18022456,6.333521553208876
4288361,5.440044390356074
3771687,5.416285060189603
3032355,5.4161226021893745
17764327,6.433142379676389
19270209,5.489734155152851
15087740,5.566906536286374
17681551,5.467219403226546
13504225,5.446177616150989
3635723,5.442771454695277
4529762,5.408258924598862
1364192,5.472322588551109
13978543,6.168711130140186
3812865,5.397965346534071
20409370,6.320194531896868
10051649,5.392926688869723
11528550,6.35180313609313
14323505,5.364018128744147
10001022,6.32397968875725
16256170,5.444528293955495
18502823,6.301456836225158
44229,5.461369667686612
17071836,4.949630245966934
3630011,5.4031789178567005
1551044,6.399826737167993
13387556,5.471981229231877
4041351,5.4541845654834615
1499843,5.4760803768634885
16260159,5.46767815789616
13815237,5.563038977210752
15940241,5.476801040026147
20720916,5.402670740131373
900456,6.101830522653232
12749596,5.479256973944284
14815230,5.3770836511501905
12384924,5.442840602846606
17929451,5.5016162187428055
1841356,5.430685461449961
1297644,6.145030859949341
10035023,6.3470270649550855
183859,5.404133754700799
15913550,5.438736895171695
17422735,6.338508590603246
20076523,5.361493617419538
8171013,5.513325509672112
15342385,6.355127279102911
18568023,6.273364019916177
3884105,5.424810163851726
3081560,5.424590257601803
20671819,5.453817626570325
12672097,6.222501919601902
13450500,5.417720414996019
15734872,6.182598381568744
15006609,5.423356436160305
2876014,6.357340571748367
16638682,6.298728218051842
10194572,5.40163418916588
6862594,5.3924909055866745
3231803,5.3684816814159095
20224058,5.646297127090622
12326470,6.270340713718917
5651414,5.500701963562384
5805319,5.453743050427653
18375219,6.359654354597502
18239401,5.481786734491801
19883215,5.412287088107569
6677646,5.465117768201718
7345170,5.497958025057757
19103830,5.475984729506692
19891590,6.133404797757179
19466277,5.45808004574728
15857972,5.4829889307168775
11819334,5.482837640780226
13632841,5.386938462854156
13548848,5.367595435567857
15498564,5.409116859370263
16740536,5.440633121271426
12418668,5.50870795986351
18324607,5.360613242046993
3517289,5.482848739073448
15832351,5.444936840392479
13032846,5.038242173877009
14805637,5.441034313388163
19224852,5.436103470351427
12494576,5.448401747075412
17927389,4.953545054184446
1693524,5.410574838135985
16413243,5.445129958642203
15008493,5.433687841079671
17767757,5.479978521742652
12113989,5.429798214072982
6898039,5.387567225876688
207250,5.465131325900901
14168664,5.385368201053982
9788738,6.339288926051687
6642680,5.407916113581114
7911161,5.454389497396021
4447990,6.315087598110327
763569,5.4878404913126015
11047622,6.288001506710823
7651189,5.55256923070375
16765291,6.373060684428552
14486682,5.406768311720235
8794908,5.456732653590623
2551952,6.331955667098701
573701,6.314073774146703
20067870,5.537333746698809
12274644,5.434687367660161
8072314,6.343595401879713
18622462,5.437955399081816
1371310,5.420392144140381
6938818,6.316231366374121
16442460,5.491413914809414
2250130,6.394300050261145
16478955,5.495823935071285
6716199,6.347581104983404
15392180,5.446202131167672
20567217,5.354896106384881
1851767,5.444122793307402
10920624,5.474593117682323
10455934,6.434303939235919
13028002,6.3091878951690346
9981578,6.363371888977437
11039706,5.476042390630474
1347204,5.402307784797621
7203642,5.39165022477234
8862058,6.093194107285963
3153603,5.466319963465388
16352847,6.138554576559284
193393,5.393704576382693
18018755,5.458019800526443
20788168,5.4417876989679215
